t,sigma_0,sigma_1,sigma_2,sigma_8,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7
160.901,0.0911642,0.0230284,0.0191616,1.397,0.00347863,0.00462989,0.00172686,0.030152,0.0192135
160.951,0.0912524,0.0229261,0.0191655,1.39682,0.00295805,0.00380837,0.00173789,0.0317336,0.0326144
161.001,0.0912504,0.0228531,0.019167,1.39668,0.00237941,0.00345926,0.00171316,0.0287985,0.0278864
161.051,0.0911803,0.0227571,0.0191682,1.39657,0.00233369,0.00527245,0.00169166,0.0287739,0.0220341
161.101,0.091167,0.022624,0.0191736,1.39672,0.00236592,0.00570964,0.00172889,0.0374219,0.0254561
161.151,0.0911273,0.0225057,0.0191774,1.39648,0.00262385,0.00462631,0.00173865,0.0429277,0.0420827
161.201,0.091076,0.0224234,0.0191787,1.39766,0.00235396,0.00355294,0.00171143,0.0283414,0.0226012
161.251,0.0911052,0.0223453,0.01918,1.39786,0.00290442,0.00482579,0.00169073,0.0269813,0.0210527
161.301,0.0912071,0.0222358,0.0191854,1.39824,0.00323016,0.00504349,0.00172799,0.0302887,0.0190769
161.351,0.0912793,0.0221332,0.0191893,1.39807,0.00281936,0.00413498,0.0017389,0.0318514,0.0321015
161.401,0.0912649,0.0220607,0.0191908,1.39791,0.00241926,0.00359132,0.00171401,0.0289467,0.0278195
161.451,0.0911789,0.0219721,0.019192,1.39782,0.00245374,0.00542285,0.00169242,0.0289917,0.0220046
161.501,0.0911398,0.0218495,0.0191974,1.39796,0.00251736,0.00584503,0.00172962,0.03768,0.0256372
161.551,0.091077,0.0217412,0.0192013,1.39771,0.00283286,0.00471244,0.00173952,0.0432458,0.0422762
161.601,0.0910083,0.0216653,0.0192026,1.39885,0.00236989,0.00371765,0.00171253,0.0286425,0.0228326
161.651,0.0910215,0.0215885,0.0192039,1.39901,0.00266413,0.00520299,0.00169209,0.0275451,0.0212623
161.701,0.0911004,0.0214832,0.0192093,1.3994,0.00291214,0.005425,0.00172961,0.0304344,0.0189554
161.751,0.0911536,0.0213856,0.0192133,1.39928,0.00261917,0.00445435,0.00174082,0.031791,0.0318277
161.801,0.0911279,0.0213164,0.0192148,1.39913,0.00249985,0.00370375,0.001716,0.0287709,0.0279268
161.851,0.0910244,0.0212371,0.019216,1.39898,0.00265077,0.00553568,0.00169437,0.0288012,0.0220955
161.901,0.0909621,0.0211294,0.0192214,1.39913,0.00274387,0.00593264,0.00173149,0.0375665,0.0255612
161.951,0.0908779,0.0210352,0.0192253,1.39887,0.00307227,0.00474932,0.00174121,0.0431255,0.0421916
162.001,0.0907924,0.0209687,0.0192266,1.39998,0.00241637,0.0038523,0.00171397,0.0285832,0.0228006
162.051,0.0907818,0.020899,0.0192278,1.39999,0.00247288,0.00544732,0.00169102,0.0274365,0.0211546
162.101,0.0908373,0.0208055,0.0192332,1.40035,0.00266874,0.00569671,0.00172825,0.0306572,0.0189868
162.151,0.090875,0.0207196,0.0192371,1.40027,0.00250599,0.00470083,0.00173931,0.0322314,0.032242
162.201,0.0908456,0.0206596,0.0192386,1.40027,0.00256083,0.00380265,0.0017147,0.0290368,0.0282275
162.251,0.0907372,0.0205943,0.01924,1.40029,0.002873,0.00563244,0.00169562,0.0289935,0.022278
162.301,0.0906523,0.0205054,0.0192454,1.40044,0.00299201,0.00599234,0.00173267,0.0376396,0.0253412
162.351,0.0905503,0.0204289,0.0192493,1.4002,0.00327565,0.00477175,0.00174247,0.0431764,0.0420103
162.401,0.0904519,0.020375,0.0192506,1.40134,0.00248776,0.00392505,0.0017154,0.028934,0.0228064
162.451,0.0904317,0.0203174,0.0192518,1.40147,0.00235772,0.0056458,0.00169254,0.0278852,0.0211344
162.501,0.0904672,0.020241,0.0192572,1.40184,0.00248497,0.00590994,0.0017297,0.0309806,0.0189729
162.551,0.0904755,0.0201706,0.0192612,1.40163,0.00240883,0.00491461,0.00174064,0.0323524,0.0322248
162.601,0.0904152,0.020121,0.0192627,1.40137,0.00267569,0.00388508,0.00171583,0.0288919,0.028006
162.651,0.0902838,0.0200692,0.0192641,1.40129,0.00315875,0.00573337,0.00169678,0.028826,0.02212
162.701,0.0901758,0.0200023,0.0192696,1.40145,0.00332417,0.00605964,0.00173413,0.0370257,0.025389
162.751,0.0900507,0.0199454,0.0192735,1.40117,0.00355441,0.00483389,0.00174423,0.0422565,0.0421975
162.801,0.0899338,0.0199049,0.0192748,1.40223,0.00260498,0.00404447,0.00171725,0.0283166,0.0231723
162.851,0.0898932,0.0198616,0.019276,1.40225,0.00230768,0.00586115,0.00169433,0.0276286,0.0213272
162.901,0.0899051,0.0198066,0.0192815,1.4026,0.00236282,0.00614287,0.0017314,0.0309546,0.0189453
162.951,0.0899001,0.0197574,0.0192854,1.40247,0.0023596,0.00511488,0.00174236,0.0326051,0.0325187
163.001,0.0898393,0.0197233,0.0192869,1.40241,0.00279604,0.00395142,0.00171765,0.0288337,0.0281328
163.051,0.0896955,0.0196896,0.0192882,1.40236,0.00342912,0.00574741,0.00169631,0.0286513,0.022163
163.101,0.0895659,0.0196486,0.0192937,1.40248,0.00361805,0.00603461,0.00173333,0.0371965,0.0254197
163.151,0.0894247,0.0196147,0.0192975,1.40222,0.00380872,0.00481929,0.00174326,0.0425522,0.0425516
163.201,0.0892951,0.0195907,0.0192989,1.40332,0.00272446,0.00411227,0.00171642,0.0284445,0.0236531
163.251,0.0892449,0.0195651,0.0193003,1.40345,0.00233212,0.00602136,0.00169597,0.0277152,0.0217074
163.301,0.0892359,0.0195357,0.0193057,1.40381,0.00232408,0.0063171,0.00173297,0.0309039,0.0188794
163.351,0.0892121,0.0195109,0.0193097,1.4037,0.00235653,0.00529274,0.00174379,0.0323576,0.0320938
163.401,0.0891412,0.019494,0.0193112,1.40367,0.00292767,0.00400893,0.00171886,0.0285198,0.0278906
163.451,0.0889864,0.0194791,0.0193125,1.40363,0.00371274,0.0057446,0.00169737,0.0283638,0.0222025
163.501,0.0888381,0.0194652,0.0193179,1.40376,0.00392037,0.00602902,0.00173435,0.0367616,0.025155
163.551,0.0886788,0.0194553,0.0193218,1.40348,0.00406039,0.00481014,0.00174437,0.0420014,0.0423415
163.601,0.0885345,0.0194483,0.0193232,1.40452,0.00286449,0.00418064,0.00171774,0.0283105,0.0238529
163.651,0.0884709,0.0194422,0.0193246,1.40464,0.0024248,0.00623771,0.00169757,0.027811,0.0218376
163.701,0.0884393,0.0194415,0.0193301,1.40497,0.00236584,0.00656716,0.00173486,0.0308299,0.0188739
163.751,0.088399,0.0194439,0.0193341,1.40492,0.00240656,0.00553804,0.00174595,0.0322552,0.031777
163.801,0.0883219,0.0194465,0.0193356,1.40501,0.00309598,0.00415616,0.00172106,0.0282171,0.0277954
163.851,0.0881582,0.019451,0.019337,1.40503,0.00404115,0.00583264,0.0016995,0.028097,0.0222377
163.901,0.0879858,0.0194653,0.0193424,1.40509,0.00425936,0.00605763,0.00173637,0.0364544,0.0249287
163.951,0.0878033,0.0194802,0.0193463,1.40469,0.0043179,0.004852,0.0017462,0.0417191,0.0422028
164.001,0.0876364,0.0194908,0.0193477,1.40548,0.00301728,0.00426781,0.00171928,0.0282875,0.0240135
164.051,0.0875424,0.0195054,0.0193489,1.40526,0.00255831,0.00630952,0.00169653,0.0277524,0.021835
164.101,0.0874892,0.0195354,0.0193544,1.40553,0.00246142,0.00660516,0.00173349,0.0311432,0.0189786
164.151,0.0874389,0.0195664,0.0193584,1.40554,0.00247607,0.00558633,0.00174426,0.0328626,0.0326264
164.201,0.0873638,0.0195892,0.0193599,1.40582,0.00322495,0.0041513,0.00171925,0.0283931,0.0281896
164.251,0.0871974,0.019613,0.0193613,1.40593,0.00429635,0.00579362,0.0017,0.0282328,0.0224996
164.301,0.0870097,0.019655,0.0193668,1.40602,0.00452568,0.00601427,0.00173685,0.0363266,0.0242866
164.351,0.086812,0.0196939,0.0193707,1.40558,0.0045404,0.00482253,0.00174665,0.0413998,0.0415365
164.401,0.0866318,0.0197216,0.0193721,1.40629,0.00315708,0.00429019,0.00171964,0.0284231,0.023948
164.451,0.0865219,0.019757,0.0193733,1.40596,0.00269628,0.00635939,0.00169685,0.0280182,0.0217184
164.501,0.0864533,0.0198174,0.0193788,1.4062,0.00257861,0.00666646,0.0017338,0.0315651,0.0190729
164.551,0.086389,0.0198769,0.0193828,1.40618,0.00255218,0.00567522,0.00174455,0.033385,0.0329527
164.601,0.0863037,0.0199201,0.0193843,1.40644,0.00332302,0.00420747,0.00171949,0.0286534,0.0283224
164.651,0.0861274,0.0199632,0.0193858,1.40655,0.00452735,0.00584382,0.0017004,0.0284174,0.0227032
164.701,0.0859254,0.0200323,0.0193913,1.40664,0.00477192,0.00603143,0.00173759,0.0360674,0.0239061
164.751,0.0857163,0.0200948,0.0193952,1.40623,0.00471462,0.00485555,0.00174793,0.0410248,0.040827
164.801,0.0855257,0.0201396,0.0193967,1.40684,0.00329215,0.00435841,0.00172147,0.0284995,0.0239615
164.851,0.0854045,0.0201952,0.0193979,1.40645,0.0028349,0.00643198,0.00169889,0.0283352,0.0215949
164.901,0.0853224,0.0202854,0.0194034,1.40665,0.00270528,0.00674233,0.00173576,0.032151,0.019209
164.951,0.0852477,0.0203726,0.0194074,1.40663,0.00262624,0.00574995,0.00174648,0.0340757,0.0335496
165.001,0.0851575,0.0204353,0.0194089,1.40694,0.00339738,0.00422163,0.00172149,0.0287769,0.0284699
165.051,0.0849746,0.0204947,0.0194103,1.40702,0.00464213,0.00578818,0.00170005,0.0283519,0.0229327
165.101,0.0847655,0.0205879,0.0194157,1.40713,0.00490471,0.00596487,0.0017369,0.0362858,0.0232838
165.151,0.0845518,0.0206715,0.0194197,1.40676,0.00481778,0.0048418,0.00174705,0.0413845,0.0404081
165.201,0.0843602,0.0207314,0.0194211,1.40744,0.00333772,0.0043958,0.00172072,0.0291448,0.0241212
165.251,0.0842443,0.0208063,0.0194226,1.40726,0.00292648,0.0064955,0.0017006,0.0289728,0.0216576
165.301,0.0841548,0.0209246,0.019428,1.40747,0.00278758,0.00683146,0.0017374,0.032859,0.0193471
165.351,0.0840674,0.0210377,0.019432,1.40734,0.00267946,0.00584559,0.00174798,0.0348246,0.0339667
165.401,0.0839661,0.0211184,0.0194335,1.40757,0.00343801,0.00426281,0.00172275,0.0291302,0.0284955
165.451,0.0837759,0.021193,0.0194349,1.4076,0.00474027,0.00579121,0.00170114,0.0287226,0.0231381
165.501,0.0835611,0.0213084,0.0194404,1.4077,0.00498869,0.00594299,0.00173793,0.0364062,0.0230067
165.551,0.0833465,0.0214111,0.0194443,1.40743,0.00488567,0.0048052,0.00174798,0.0412554,0.0400529
165.601,0.0831591,0.0214852,0.0194457,1.40825,0.0033643,0.00438022,0.0017215,0.0294203,0.0244086
165.651,0.0830506,0.0215793,0.0194472,1.40829,0.00298771,0.00655386,0.00170144,0.0294983,0.0218417
165.701,0.0829583,0.0217239,0.0194527,1.40856,0.00285282,0.00687694,0.00173855,0.0332018,0.0193819
165.751,0.0828598,0.0218604,0.0194567,1.40835,0.00272677,0.00587546,0.0017493,0.0352119,0.0337652
165.801,0.0827424,0.0219581,0.0194582,1.40838,0.00345776,0.0042663,0.00172387,0.0291521,0.0280146
165.851,0.0825434,0.0220468,0.0194596,1.4083,0.00481085,0.00576106,0.001702,0.0287577,0.0228828
165.901,0.0823271,0.0221818,0.019465,1.40844,0.00504227,0.00592045,0.00173875,0.0363397,0.0231223
165.951,0.0821133,0.0223025,0.019469,1.40823,0.00492464,0.00481832,0.00174874,0.0411777,0.040301
166.001,0.0819268,0.0223903,0.0194704,1.40912,0.00338971,0.00439961,0.00172215,0.0297037,0.0250415
166.051,0.081818,0.022499,0.0194717,1.4092,0.00302214,0.00651695,0.00169962,0.0296573,0.0221449
166.101,0.0817228,0.0226646,0.0194772,1.40946,0.00288808,0.00684198,0.00173646,0.033939,0.019374
166.151,0.081625,0.0228212,0.0194812,1.40927,0.00274173,0.00587937,0.00174712,0.0362253,0.0342369
166.201,0.0815162,0.0229333,0.0194827,1.40948,0.00348127,0.0042782,0.001722,0.0295311,0.0278063
166.251,0.0813255,0.0230356,0.0194842,1.40955,0.0048668,0.00577861,0.00170273,0.0289164,0.0230792
166.301,0.0811066,0.0231887,0.0194897,1.40971,0.00511277,0.0059219,0.00173944,0.0361009,0.0228329
166.351,0.0808882,0.0233254,0.0194937,1.40947,0.00496876,0.00483336,0.00174937,0.040772,0.039561
166.401,0.0806981,0.023425,0.0194951,1.41023,0.00341277,0.00442155,0.00172269,0.0298207,0.0249967
166.451,0.0805858,0.0235473,0.0194964,1.41022,0.0030454,0.00651514,0.00170007,0.0299912,0.0219802
166.501,0.0804894,0.0237322,0.0195018,1.41046,0.00291177,0.00683703,0.00173689,0.03453,0.0196597
166.551,0.0803946,0.0239069,0.0195058,1.4103,0.00273958,0.00589587,0.00174752,0.0370324,0.0350097
166.601,0.0802913,0.0240322,0.0195073,1.4106,0.00345167,0.00427392,0.00172233,0.0297451,0.0278805
166.651,0.0801044,0.0241478,0.0195088,1.41072,0.00487318,0.00581483,0.00170316,0.0290939,0.0233447
166.701,0.0798874,0.0243181,0.0195144,1.41092,0.00509611,0.00596129,0.0017402,0.0356546,0.0224042
166.751,0.0796721,0.0244707,0.0195184,1.41074,0.00492041,0.00488543,0.00175049,0.0400622,0.0385763
166.801,0.0794857,0.0245826,0.0195198,1.41147,0.00336644,0.00442658,0.00172401,0.029895,0.0250533
166.851,0.0793798,0.0247173,0.0195211,1.41154,0.00301158,0.006493,0.00170137,0.0301988,0.021979
166.901,0.0792876,0.0249188,0.0195266,1.41181,0.0028893,0.00680799,0.00173813,0.0351444,0.0198262
166.951,0.0791962,0.0251081,0.0195306,1.41165,0.00270707,0.00585127,0.00174865,0.0377943,0.0356526
167.001,0.0790973,0.0252444,0.0195321,1.41198,0.00340952,0.0042685,0.0017233,0.0299719,0.0277051
167.051,0.0789126,0.025369,0.0195334,1.41204,0.00480831,0.00577066,0.00170162,0.0292337,0.02356
167.101,0.0786998,0.0255515,0.0195389,1.41227,0.0050525,0.005915,0.00173838,0.0359572,0.0221267
167.151,0.0784836,0.0257155,0.0195428,1.41202,0.00489275,0.00486675,0.00174841,0.0401888,0.0382992
167.201,0.0782948,0.0258366,0.0195443,1.4126,0.00330064,0.00442031,0.00172185,0.0302044,0.0251669
167.251,0.078192,0.025983,0.0195457,1.41262,0.00294561,0.00651537,0.00170158,0.0303685,0.021807
167.301,0.0781056,0.0262002,0.0195512,1.41288,0.0028262,0.00684177,0.00173834,0.0352992,0.0202227
167.351,0.0780229,0.0264041,0.0195552,1.41274,0.00264606,0.00586894,0.00174868,0.0381794,0.0363863
167.401,0.0779364,0.0265509,0.0195566,1.41321,0.00331989,0.00431297,0.00172295,0.029806,0.0278042
167.451,0.0777619,0.0266857,0.019558,1.41332,0.00467077,0.00586152,0.00170104,0.0289806,0.0238059
167.501,0.0775565,0.0268829,0.0195634,1.41356,0.00491882,0.00599807,0.00173783,0.035576,0.0216736
167.551,0.0773496,0.0270596,0.0195674,1.41336,0.0047555,0.00493623,0.00174789,0.0396346,0.03763
167.601,0.07717,0.0271896,0.0195688,1.41396,0.00319848,0.00443723,0.00172141,0.0303417,0.0253237
167.651,0.0770788,0.0273478,0.0195703,1.41406,0.00281398,0.00657687,0.00170135,0.0306356,0.0218502
167.701,0.077003,0.0275796,0.0195757,1.41433,0.00271626,0.0068811,0.00173847,0.0353931,0.0204311
167.751,0.0769255,0.0277949,0.0195798,1.41412,0.00256955,0.00587939,0.00174923,0.0383554,0.0364084
167.801,0.0768405,0.0279493,0.0195812,1.4145,0.00321011,0.00433712,0.00172379,0.0296579,0.0272954
167.851,0.0766696,0.0280927,0.0195826,1.41453,0.00449598,0.00592754,0.00170192,0.0289867,0.0235914
167.901,0.0764738,0.028303,0.019588,1.41475,0.00474855,0.00609896,0.00173869,0.0355809,0.0215925
167.951,0.0762771,0.0284923,0.019592,1.41458,0.00460624,0.00501951,0.00174867,0.0395112,0.0375351
168.001,0.0761083,0.0286303,0.0195934,1.41518,0.00306002,0.00445381,0.00172207,0.0306275,0.0256521
168.051,0.0760255,0.0287918,0.0195947,1.41521,0.00267035,0.00649973,0.00169951,0.0309351,0.0218885
168.101,0.0759633,0.0290322,0.0196001,1.41546,0.00257671,0.00683579,0.00173638,0.0363466,0.0207198
168.151,0.0759024,0.0292551,0.0196041,1.41526,0.00246204,0.00579248,0.00174686,0.0396372,0.0373015
168.201,0.0758318,0.0294141,0.0196056,1.41572,0.00305441,0.00432683,0.00172141,0.0301369,0.0270585
168.251,0.0756709,0.0295651,0.019607,1.41576,0.00426024,0.0059642,0.00170188,0.0289199,0.0234825
168.301,0.0754911,0.0297863,0.0196125,1.41603,0.0044929,0.00611551,0.00173862,0.035061,0.0215553
168.351,0.0753062,0.0299857,0.0196165,1.41587,0.00437185,0.00504842,0.00174862,0.0385718,0.0369286
168.401,0.0751445,0.0301319,0.0196179,1.41635,0.00289787,0.0044272,0.00172204,0.0303679,0.0259475
168.451,0.0750737,0.0303005,0.0196191,1.4164,0.0025214,0.00643306,0.00169947,0.0306961,0.021926
168.501,0.0750278,0.0305478,0.0196246,1.41668,0.00246137,0.00674135,0.00173632,0.0361907,0.0209514
168.551,0.0749782,0.0307758,0.0196285,1.41641,0.00239564,0.00569582,0.00174666,0.0397089,0.0376884
168.601,0.0749164,0.0309377,0.01963,1.41684,0.00292185,0.00429473,0.00172087,0.0297463,0.0267409
168.651,0.0747682,0.0310984,0.0196314,1.41687,0.00402297,0.00604653,0.00170128,0.0286468,0.023452
168.701,0.0746033,0.0313321,0.0196369,1.41718,0.00424418,0.00624442,0.00173841,0.0341051,0.0213583
168.751,0.0744299,0.0315428,0.0196408,1.41699,0.00413134,0.00514589,0.00174867,0.0373297,0.0361712
168.801,0.0742751,0.0316967,0.0196423,1.41729,0.0027546,0.0044527,0.0017221,0.0297138,0.0261376
168.851,0.0742152,0.0318702,0.0196435,1.41728,0.00240669,0.00641681,0.00169941,0.0303151,0.0217303
168.901,0.074186,0.032125,0.019649,1.41754,0.00237031,0.00672623,0.00173627,0.036114,0.0213401
168.951,0.0741552,0.0323585,0.0196529,1.41729,0.00235572,0.0056369,0.0017466,0.03996,0.0388949
169.001,0.074114,0.0325238,0.0196543,1.41791,0.00278842,0.00431088,0.00172083,0.0293021,0.0265443
169.051,0.0739795,0.0326882,0.0196556,1.41795,0.00376061,0.00609575,0.00169886,0.0279986,0.023524
169.101,0.0738302,0.0329303,0.019661,1.41825,0.00398399,0.00628068,0.00173574,0.0337296,0.0211658
169.151,0.0736724,0.0331477,0.019665,1.41808,0.00392687,0.00516799,0.00174597,0.0370199,0.0359193
169.201,0.0735321,0.0333046,0.0196664,1.41837,0.00262414,0.00440504,0.0017198,0.0296726,0.0263289
169.251,0.0734881,0.0334789,0.0196678,1.41835,0.00232883,0.00633457,0.00169975,0.0301839,0.0216582
169.301,0.0734779,0.0337371,0.0196732,1.41859,0.00232646,0.00666371,0.0017366,0.0360901,0.021713
169.351,0.0734669,0.0339728,0.0196771,1.41835,0.00235628,0.00552337,0.00174673,0.0402788,0.0397797
169.401,0.0734442,0.0341387,0.0196785,1.41907,0.00265195,0.00431533,0.00172058,0.029014,0.0263625
169.451,0.0733274,0.0343092,0.0196798,1.41915,0.00345354,0.00617087,0.00169835,0.0276236,0.0234534
169.501,0.0731972,0.0345612,0.0196852,1.41944,0.00365547,0.00640679,0.00173526,0.0332195,0.0210112
169.551,0.0730599,0.0347891,0.0196891,1.41932,0.00364582,0.00528757,0.00174536,0.0362354,0.0353505
169.601,0.0729408,0.0349526,0.0196905,1.41967,0.00248999,0.00442922,0.00171892,0.029491,0.0265643
169.651,0.0729203,0.0351317,0.0196919,1.41977,0.0023124,0.00636137,0.00169885,0.0301069,0.0216246
169.701,0.0729314,0.0353958,0.0196973,1.41997,0.00236447,0.00669119,0.00173611,0.0359002,0.0220965
169.751,0.0729379,0.0356327,0.0197013,1.41964,0.0024269,0.00549768,0.0017467,0.0402656,0.0399808
169.801,0.0729259,0.035795,0.0197027,1.42031,0.00250561,0.00435334,0.00172091,0.0285634,0.0259102
169.851,0.072816,0.0359631,0.0197039,1.42018,0.00310709,0.00625056,0.00169879,0.0272357,0.0232114
169.901,0.0727065,0.0362225,0.0197093,1.42042,0.00329523,0.00650749,0.00173568,0.0325693,0.0210396
169.951,0.0725944,0.0364585,0.0197132,1.42038,0.00332586,0.00535292,0.00174573,0.0356282,0.0353879
170.001,0.0724978,0.036625,0.0197146,1.42084,0.00239624,0.0043699,0.00171925,0.029463,0.0271803
170.051,0.0724916,0.0367963,0.0197159,1.42091,0.00238854,0.00616825,0.00169676,0.02996,0.0219768
170.101,0.0725249,0.0370559,0.0197212,1.42108,0.00249015,0.00649394,0.00173377,0.0362131,0.0222016
170.151,0.0725521,0.0372869,0.0197251,1.42072,0.00253096,0.0052832,0.00174395,0.0409349,0.0405857
170.201,0.0725593,0.0374426,0.0197265,1.4215,0.00242624,0.00426737,0.00171783,0.0288497,0.0253854
170.251,0.0724751,0.0376143,0.0197278,1.42156,0.00285307,0.0062377,0.00169789,0.0272071,0.0229086
170.301,0.0723877,0.0378781,0.0197332,1.42182,0.00300431,0.00650844,0.00173482,0.0321805,0.02102
170.351,0.072293,0.0381161,0.0197371,1.42169,0.00306835,0.00534768,0.00174476,0.0351797,0.035042
170.401,0.0722088,0.0382798,0.0197385,1.42196,0.00235845,0.00424785,0.00171806,0.0294463,0.0274536
170.451,0.0722175,0.0384428,0.0197397,1.42191,0.00254254,0.00593441,0.00169543,0.0298863,0.0220148
170.501,0.0722742,0.0386957,0.019745,1.42208,0.00269385,0.006254,0.00173249,0.0363917,0.0225493
170.551,0.0723277,0.0389201,0.0197488,1.42181,0.00269007,0.00502303,0.00174261,0.0411704,0.0409769
170.601,0.0723589,0.0390713,0.0197502,1.42274,0.00236859,0.00416824,0.00171634,0.0287854,0.0250541
170.651,0.0723037,0.0392493,0.0197516,1.42297,0.00258821,0.00622729,0.00169645,0.0271716,0.0227958
170.701,0.0722424,0.0395175,0.0197569,1.42326,0.00270474,0.00652966,0.0017338,0.0316411,0.0206957
170.751,0.0721691,0.0397564,0.0197608,1.42307,0.00280017,0.00531761,0.00174425,0.0343866,0.0342531
170.801,0.0720982,0.0399154,0.0197622,1.42313,0.00236606,0.00408409,0.001718,0.0292321,0.0274265
170.851,0.0721216,0.040067,0.0197634,1.42296,0.0027811,0.00562991,0.00169547,0.0298419,0.0219519
170.901,0.0722041,0.0403092,0.0197687,1.42314,0.00299143,0.00593611,0.00173253,0.0365471,0.0229417
170.951,0.0722833,0.0405225,0.0197726,1.42291,0.00291273,0.00469125,0.00174264,0.0415935,0.041287
171.001,0.0723341,0.0406647,0.0197739,1.42394,0.00235558,0.00399372,0.00171638,0.028697,0.0246954
171.051,0.0722963,0.0408361,0.0197751,1.42413,0.00239041,0.00603301,0.00169406,0.0270115,0.0225114
171.101,0.0722625,0.0411002,0.0197804,1.42444,0.00246755,0.00637443,0.00173117,0.0318396,0.0207498
171.151,0.0722144,0.0413364,0.0197843,1.42426,0.00257347,0.00519039,0.00174142,0.0346093,0.0346942
171.201,0.0721641,0.0414888,0.0197856,1.42434,0.00242055,0.00384257,0.00171525,0.0295469,0.0277437
171.251,0.0722097,0.0416288,0.019787,1.42426,0.00310352,0.0052664,0.00169516,0.0298641,0.0220665
171.301,0.0723194,0.0418567,0.0197923,1.42446,0.00335898,0.00555907,0.00173224,0.036591,0.0234459
171.351,0.0724225,0.0420555,0.0197961,1.42423,0.00318007,0.00436025,0.00174221,0.041794,0.041772
171.401,0.0724896,0.0421859,0.0197973,1.42527,0.00239521,0.00383545,0.00171564,0.0286564,0.024478
171.451,0.07247,0.042352,0.0197985,1.42541,0.00230244,0.00588925,0.00169311,0.0268951,0.0223937
171.501,0.0724654,0.0426122,0.0198038,1.42573,0.00232863,0.00625627,0.00173026,0.0314522,0.0204597
